tanggal;bulan;tahun;nilai;nama;kategori
2020-07-24;Juli;2020;1761;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-07-25;Juli;2020;1868;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-07-26;Juli;2020;1492;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-07-27;Juli;2020;1525;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-07-28;Juli;2020;1748;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-07-29;Juli;2020;2381;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-07-31;Juli;2020;3944;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-01;Agustus;2020;1560;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-02;Agustus;2020;1519;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-03;Agustus;2020;1679;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-04;Agustus;2020;1922;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-05;Agustus;2020;1815;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-06;Agustus;2020;1882;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-07;Agustus;2020;2473;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-08;Agustus;2020;2277;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-09;Agustus;2020;1893;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-10;Agustus;2020;1687;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-11;Agustus;2020;1693;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-12;Agustus;2020;1942;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-13;Agustus;2020;2098;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-14;Agustus;2020;2307;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-15;Agustus;2020;2345;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-16;Agustus;2020;2081;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-17;Agustus;2020;1821;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-18;Agustus;2020;1673;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-19;Agustus;2020;1902;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-20;Agustus;2020;2266;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-21;Agustus;2020;2197;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-22;Agustus;2020;2090;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-23;Agustus;2020;2037;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-24;Agustus;2020;1877;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-25;Agustus;2020;2447;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-26;Agustus;2020;2306;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-27;Agustus;2020;2719;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-28;Agustus;2020;3003;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-29;Agustus;2020;3308;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-30;Agustus;2020;2858;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-08-31;Agustus;2020;2743;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-02-29;Pebruari;2020;0;Kematian (orang);Kematian
2020-03-01;Maret;2020;0;Kematian (orang);Kematian
2020-03-02;Maret;2020;0;Kematian (orang);Kematian
2020-03-03;Maret;2020;0;Kematian (orang);Kematian
2020-03-04;Maret;2020;0;Kematian (orang);Kematian
2020-03-05;Maret;2020;0;Kematian (orang);Kematian
2020-03-06;Maret;2020;0;Kematian (orang);Kematian
2020-03-07;Maret;2020;0;Kematian (orang);Kematian
2020-03-08;Maret;2020;0;Kematian (orang);Kematian
2020-03-09;Maret;2020;0;Kematian (orang);Kematian
2020-03-10;Maret;2020;0;Kematian (orang);Kematian
2020-03-11;Maret;2020;1;Kematian (orang);Kematian
2020-03-12;Maret;2020;1;Kematian (orang);Kematian
2020-03-13;Maret;2020;4;Kematian (orang);Kematian
2020-03-14;Maret;2020;5;Kematian (orang);Kematian
2020-03-15;Maret;2020;5;Kematian (orang);Kematian
2020-03-16;Maret;2020;5;Kematian (orang);Kematian
2020-03-17;Maret;2020;7;Kematian (orang);Kematian
2020-03-18;Maret;2020;19;Kematian (orang);Kematian
2020-03-19;Maret;2020;25;Kematian (orang);Kematian
2020-03-20;Maret;2020;32;Kematian (orang);Kematian
2020-03-21;Maret;2020;38;Kematian (orang);Kematian
2020-03-22;Maret;2020;48;Kematian (orang);Kematian
2020-03-23;Maret;2020;49;Kematian (orang);Kematian
2020-03-24;Maret;2020;55;Kematian (orang);Kematian
2020-03-25;Maret;2020;58;Kematian (orang);Kematian
2020-03-26;Maret;2020;78;Kematian (orang);Kematian
2020-03-27;Maret;2020;87;Kematian (orang);Kematian
2020-03-28;Maret;2020;102;Kematian (orang);Kematian
2020-03-29;Maret;2020;114;Kematian (orang);Kematian
2020-03-30;Maret;2020;122;Kematian (orang);Kematian
2020-03-31;Maret;2020;136;Kematian (orang);Kematian
2020-04-01;April;2020;157;Kematian (orang);Kematian
2020-04-02;April;2020;170;Kematian (orang);Kematian
2020-04-03;April;2020;181;Kematian (orang);Kematian
2020-04-04;April;2020;191;Kematian (orang);Kematian
2020-04-05;April;2020;198;Kematian (orang);Kematian
2020-04-06;April;2020;209;Kematian (orang);Kematian
2020-04-07;April;2020;221;Kematian (orang);Kematian
2020-04-08;April;2020;240;Kematian (orang);Kematian
2020-04-09;April;2020;280;Kematian (orang);Kematian
2020-04-10;April;2020;306;Kematian (orang);Kematian
2020-04-11;April;2020;327;Kematian (orang);Kematian
2020-04-12;April;2020;373;Kematian (orang);Kematian
2020-04-13;April;2020;399;Kematian (orang);Kematian
2020-04-14;April;2020;459;Kematian (orang);Kematian
2020-04-15;April;2020;469;Kematian (orang);Kematian
2020-04-16;April;2020;496;Kematian (orang);Kematian
2020-04-17;April;2020;520;Kematian (orang);Kematian
2020-04-18;April;2020;535;Kematian (orang);Kematian
2020-04-19;April;2020;582;Kematian (orang);Kematian
2020-04-20;April;2020;590;Kematian (orang);Kematian
2020-04-21;April;2020;616;Kematian (orang);Kematian
2020-04-22;April;2020;635;Kematian (orang);Kematian
2020-04-23;April;2020;647;Kematian (orang);Kematian
2020-04-24;April;2020;689;Kematian (orang);Kematian
2020-04-25;April;2020;720;Kematian (orang);Kematian
2020-04-26;April;2020;743;Kematian (orang);Kematian
2020-04-27;April;2020;765;Kematian (orang);Kematian
2020-04-28;April;2020;773;Kematian (orang);Kematian
2020-04-29;April;2020;784;Kematian (orang);Kematian
2020-04-30;April;2020;792;Kematian (orang);Kematian
2020-05-01;Mei;2020;800;Kematian (orang);Kematian
2020-05-02;Mei;2020;831;Kematian (orang);Kematian
2020-05-03;Mei;2020;845;Kematian (orang);Kematian
2020-05-04;Mei;2020;864;Kematian (orang);Kematian
2020-05-05;Mei;2020;872;Kematian (orang);Kematian
2020-05-06;Mei;2020;895;Kematian (orang);Kematian
2020-05-07;Mei;2020;930;Kematian (orang);Kematian
2020-05-08;Mei;2020;943;Kematian (orang);Kematian
2020-05-09;Mei;2020;959;Kematian (orang);Kematian
2020-05-10;Mei;2020;973;Kematian (orang);Kematian
2020-05-11;Mei;2020;991;Kematian (orang);Kematian
2020-05-12;Mei;2020;1007;Kematian (orang);Kematian
2020-05-13;Mei;2020;1028;Kematian (orang);Kematian
2020-05-14;Mei;2020;1043;Kematian (orang);Kematian
2020-05-15;Mei;2020;1076;Kematian (orang);Kematian
2020-05-16;Mei;2020;1089;Kematian (orang);Kematian
2020-05-17;Mei;2020;1148;Kematian (orang);Kematian
2020-05-18;Mei;2020;1191;Kematian (orang);Kematian
2020-05-19;Mei;2020;1221;Kematian (orang);Kematian
2020-05-20;Mei;2020;1242;Kematian (orang);Kematian
2020-05-21;Mei;2020;1278;Kematian (orang);Kematian
2020-05-22;Mei;2020;1326;Kematian (orang);Kematian
2020-05-23;Mei;2020;1351;Kematian (orang);Kematian
2020-05-24;Mei;2020;1372;Kematian (orang);Kematian
2020-05-25;Mei;2020;1391;Kematian (orang);Kematian
2020-05-26;Mei;2020;1418;Kematian (orang);Kematian
2020-05-27;Mei;2020;1473;Kematian (orang);Kematian
2020-05-28;Mei;2020;1496;Kematian (orang);Kematian
2020-05-29;Mei;2020;1520;Kematian (orang);Kematian
2020-05-30;Mei;2020;1573;Kematian (orang);Kematian
2020-05-31;Mei;2020;1613;Kematian (orang);Kematian
2020-06-01;Juni;2020;1641;Kematian (orang);Kematian
2020-06-02;Juni;2020;1663;Kematian (orang);Kematian
2020-06-03;Juni;2020;1698;Kematian (orang);Kematian
2020-06-04;Juni;2020;1721;Kematian (orang);Kematian
2020-06-05;Juni;2020;1770;Kematian (orang);Kematian
2020-06-06;Juni;2020;1801;Kematian (orang);Kematian
2020-06-07;Juni;2020;1851;Kematian (orang);Kematian
2020-06-08;Juni;2020;1863;Kematian (orang);Kematian
2020-06-09;Juni;2020;1923;Kematian (orang);Kematian
2020-06-10;Juni;2020;1959;Kematian (orang);Kematian
2020-06-11;Juni;2020;2000;Kematian (orang);Kematian
2020-06-12;Juni;2020;2048;Kematian (orang);Kematian
2020-06-13;Juni;2020;2091;Kematian (orang);Kematian
2020-06-14;Juni;2020;2134;Kematian (orang);Kematian
2020-06-15;Juni;2020;2198;Kematian (orang);Kematian
2020-06-16;Juni;2020;2231;Kematian (orang);Kematian
2020-06-17;Juni;2020;2276;Kematian (orang);Kematian
2020-06-18;Juni;2020;2339;Kematian (orang);Kematian
2020-06-19;Juni;2020;2373;Kematian (orang);Kematian
2020-06-20;Juni;2020;2429;Kematian (orang);Kematian
2020-06-21;Juni;2020;2465;Kematian (orang);Kematian
2020-06-22;Juni;2020;2500;Kematian (orang);Kematian
2020-06-23;Juni;2020;2535;Kematian (orang);Kematian
2020-06-24;Juni;2020;2573;Kematian (orang);Kematian
2020-06-25;Juni;2020;2620;Kematian (orang);Kematian
2020-06-26;Juni;2020;2683;Kematian (orang);Kematian
2020-06-27;Juni;2020;2720;Kematian (orang);Kematian
2020-06-28;Juni;2020;2754;Kematian (orang);Kematian
2020-06-29;Juni;2020;2805;Kematian (orang);Kematian
2020-06-30;Juni;2020;2875;Kematian (orang);Kematian
2020-07-01;Juli;2020;2934;Kematian (orang);Kematian
2020-07-02;Juli;2020;2987;Kematian (orang);Kematian
2020-07-03;Juli;2020;3036;Kematian (orang);Kematian
2020-07-04;Juli;2020;3089;Kematian (orang);Kematian
2020-07-05;Juli;2020;3171;Kematian (orang);Kematian
2020-07-06;Juli;2020;3241;Kematian (orang);Kematian
2020-07-07;Juli;2020;3309;Kematian (orang);Kematian
2020-07-08;Juli;2020;3359;Kematian (orang);Kematian
2020-07-09;Juli;2020;3417;Kematian (orang);Kematian
2020-07-10;Juli;2020;3469;Kematian (orang);Kematian
2020-07-11;Juli;2020;3535;Kematian (orang);Kematian
2020-07-12;Juli;2020;3606;Kematian (orang);Kematian
2020-07-13;Juli;2020;3656;Kematian (orang);Kematian
2020-07-14;Juli;2020;3710;Kematian (orang);Kematian
2020-07-15;Juli;2020;3797;Kematian (orang);Kematian
2020-07-16;Juli;2020;3873;Kematian (orang);Kematian
2020-07-17;Juli;2020;3957;Kematian (orang);Kematian
2020-07-18;Juli;2020;4016;Kematian (orang);Kematian
2020-07-19;Juli;2020;4143;Kematian (orang);Kematian
2020-07-20;Juli;2020;4238;Kematian (orang);Kematian
2020-07-21;Juli;2020;4320;Kematian (orang);Kematian
2020-07-22;Juli;2020;4459;Kematian (orang);Kematian
2020-07-23;Juli;2020;4576;Kematian (orang);Kematian
2020-07-24;Juli;2020;4665;Kematian (orang);Kematian
2020-07-25;Juli;2020;4714;Kematian (orang);Kematian
2020-07-26;Juli;2020;4781;Kematian (orang);Kematian
2020-07-27;Juli;2020;4838;Kematian (orang);Kematian
2020-07-28;Juli;2020;4901;Kematian (orang);Kematian
2020-07-29;Juli;2020;4975;Kematian (orang);Kematian
2020-07-31;Juli;2020;5131;Kematian (orang);Kematian
2020-08-01;Agustus;2020;5193;Kematian (orang);Kematian
2020-08-02;Agustus;2020;5236;Kematian (orang);Kematian
2020-08-03;Agustus;2020;5302;Kematian (orang);Kematian
2020-08-04;Agustus;2020;5388;Kematian (orang);Kematian
2020-08-05;Agustus;2020;5452;Kematian (orang);Kematian
2020-08-06;Agustus;2020;5521;Kematian (orang);Kematian
2020-08-07;Agustus;2020;5593;Kematian (orang);Kematian
2020-08-08;Agustus;2020;5658;Kematian (orang);Kematian
2020-08-09;Agustus;2020;5723;Kematian (orang);Kematian
2020-08-10;Agustus;2020;5765;Kematian (orang);Kematian
2020-08-11;Agustus;2020;5824;Kematian (orang);Kematian
2020-08-12;Agustus;2020;5903;Kematian (orang);Kematian
2020-08-13;Agustus;2020;5968;Kematian (orang);Kematian
2020-08-14;Agustus;2020;6021;Kematian (orang);Kematian
2020-08-15;Agustus;2020;6071;Kematian (orang);Kematian
2020-08-16;Agustus;2020;6150;Kematian (orang);Kematian
2020-08-17;Agustus;2020;6207;Kematian (orang);Kematian
2020-08-18;Agustus;2020;6277;Kematian (orang);Kematian
2020-08-19;Agustus;2020;6346;Kematian (orang);Kematian
2020-08-20;Agustus;2020;6418;Kematian (orang);Kematian
2020-08-21;Agustus;2020;6500;Kematian (orang);Kematian
2020-08-22;Agustus;2020;6594;Kematian (orang);Kematian
2020-08-23;Agustus;2020;6680;Kematian (orang);Kematian
2020-08-24;Agustus;2020;6759;Kematian (orang);Kematian
2020-08-25;Agustus;2020;6858;Kematian (orang);Kematian
2020-08-26;Agustus;2020;6944;Kematian (orang);Kematian
2020-08-27;Agustus;2020;7064;Kematian (orang);Kematian
2020-08-28;Agustus;2020;7169;Kematian (orang);Kematian
2020-08-29;Agustus;2020;7261;Kematian (orang);Kematian
2020-08-30;Agustus;2020;7343;Kematian (orang);Kematian
2020-08-31;Agustus;2020;7417;Kematian (orang);Kematian
2020-02-29;Pebruari;2020;0;Kematian (orang/hari);Kematian Harian
2020-03-01;Maret;2020;0;Kematian (orang/hari);Kematian Harian
2020-03-02;Maret;2020;0;Kematian (orang/hari);Kematian Harian
2020-03-03;Maret;2020;0;Kematian (orang/hari);Kematian Harian
2020-03-04;Maret;2020;0;Kematian (orang/hari);Kematian Harian
2020-03-05;Maret;2020;0;Kematian (orang/hari);Kematian Harian
2020-03-06;Maret;2020;0;Kematian (orang/hari);Kematian Harian
2020-03-07;Maret;2020;0;Kematian (orang/hari);Kematian Harian
2020-03-08;Maret;2020;0;Kematian (orang/hari);Kematian Harian
2020-03-09;Maret;2020;0;Kematian (orang/hari);Kematian Harian
2020-03-10;Maret;2020;0;Kematian (orang/hari);Kematian Harian
2020-03-11;Maret;2020;1;Kematian (orang/hari);Kematian Harian
2020-03-12;Maret;2020;0;Kematian (orang/hari);Kematian Harian
2020-03-13;Maret;2020;3;Kematian (orang/hari);Kematian Harian
2020-03-14;Maret;2020;1;Kematian (orang/hari);Kematian Harian
2020-03-15;Maret;2020;0;Kematian (orang/hari);Kematian Harian
2020-03-16;Maret;2020;0;Kematian (orang/hari);Kematian Harian
2020-03-17;Maret;2020;2;Kematian (orang/hari);Kematian Harian
2020-03-18;Maret;2020;12;Kematian (orang/hari);Kematian Harian
2020-03-19;Maret;2020;6;Kematian (orang/hari);Kematian Harian
2020-03-20;Maret;2020;7;Kematian (orang/hari);Kematian Harian
2020-03-21;Maret;2020;6;Kematian (orang/hari);Kematian Harian
2020-03-22;Maret;2020;10;Kematian (orang/hari);Kematian Harian
2020-03-23;Maret;2020;1;Kematian (orang/hari);Kematian Harian
2020-03-24;Maret;2020;6;Kematian (orang/hari);Kematian Harian
2020-03-25;Maret;2020;3;Kematian (orang/hari);Kematian Harian
2020-03-26;Maret;2020;20;Kematian (orang/hari);Kematian Harian
2020-03-27;Maret;2020;9;Kematian (orang/hari);Kematian Harian
2020-03-28;Maret;2020;15;Kematian (orang/hari);Kematian Harian
2020-03-29;Maret;2020;12;Kematian (orang/hari);Kematian Harian
2020-03-30;Maret;2020;8;Kematian (orang/hari);Kematian Harian
2020-03-31;Maret;2020;14;Kematian (orang/hari);Kematian Harian
2020-04-01;April;2020;21;Kematian (orang/hari);Kematian Harian
2020-04-02;April;2020;13;Kematian (orang/hari);Kematian Harian
2020-04-03;April;2020;11;Kematian (orang/hari);Kematian Harian
2020-04-04;April;2020;10;Kematian (orang/hari);Kematian Harian
2020-04-05;April;2020;7;Kematian (orang/hari);Kematian Harian
2020-04-06;April;2020;11;Kematian (orang/hari);Kematian Harian
2020-04-07;April;2020;12;Kematian (orang/hari);Kematian Harian
2020-04-08;April;2020;19;Kematian (orang/hari);Kematian Harian
2020-04-09;April;2020;40;Kematian (orang/hari);Kematian Harian
2020-04-10;April;2020;26;Kematian (orang/hari);Kematian Harian
2020-04-11;April;2020;21;Kematian (orang/hari);Kematian Harian
2020-04-12;April;2020;46;Kematian (orang/hari);Kematian Harian
2020-04-13;April;2020;26;Kematian (orang/hari);Kematian Harian
2020-04-14;April;2020;60;Kematian (orang/hari);Kematian Harian
2020-04-15;April;2020;10;Kematian (orang/hari);Kematian Harian
2020-04-16;April;2020;27;Kematian (orang/hari);Kematian Harian
2020-04-17;April;2020;24;Kematian (orang/hari);Kematian Harian
2020-04-18;April;2020;15;Kematian (orang/hari);Kematian Harian
2020-04-19;April;2020;47;Kematian (orang/hari);Kematian Harian
2020-04-20;April;2020;8;Kematian (orang/hari);Kematian Harian
2020-04-21;April;2020;26;Kematian (orang/hari);Kematian Harian
2020-04-22;April;2020;19;Kematian (orang/hari);Kematian Harian
2020-04-23;April;2020;12;Kematian (orang/hari);Kematian Harian
2020-04-24;April;2020;42;Kematian (orang/hari);Kematian Harian
2020-04-25;April;2020;31;Kematian (orang/hari);Kematian Harian
2020-04-26;April;2020;23;Kematian (orang/hari);Kematian Harian
2020-04-27;April;2020;22;Kematian (orang/hari);Kematian Harian
2020-04-28;April;2020;8;Kematian (orang/hari);Kematian Harian
2020-04-29;April;2020;11;Kematian (orang/hari);Kematian Harian
2020-04-30;April;2020;8;Kematian (orang/hari);Kematian Harian
2020-05-01;Mei;2020;8;Kematian (orang/hari);Kematian Harian
2020-05-02;Mei;2020;31;Kematian (orang/hari);Kematian Harian
2020-05-03;Mei;2020;14;Kematian (orang/hari);Kematian Harian
2020-05-04;Mei;2020;19;Kematian (orang/hari);Kematian Harian
2020-05-05;Mei;2020;8;Kematian (orang/hari);Kematian Harian
2020-05-06;Mei;2020;23;Kematian (orang/hari);Kematian Harian
2020-05-07;Mei;2020;35;Kematian (orang/hari);Kematian Harian
2020-05-08;Mei;2020;13;Kematian (orang/hari);Kematian Harian
2020-05-09;Mei;2020;16;Kematian (orang/hari);Kematian Harian
2020-05-10;Mei;2020;14;Kematian (orang/hari);Kematian Harian
2020-05-11;Mei;2020;18;Kematian (orang/hari);Kematian Harian
2020-05-12;Mei;2020;16;Kematian (orang/hari);Kematian Harian
2020-05-13;Mei;2020;21;Kematian (orang/hari);Kematian Harian
2020-05-14;Mei;2020;15;Kematian (orang/hari);Kematian Harian
2020-05-15;Mei;2020;33;Kematian (orang/hari);Kematian Harian
2020-05-16;Mei;2020;13;Kematian (orang/hari);Kematian Harian
2020-05-17;Mei;2020;59;Kematian (orang/hari);Kematian Harian
2020-05-18;Mei;2020;43;Kematian (orang/hari);Kematian Harian
2020-05-19;Mei;2020;30;Kematian (orang/hari);Kematian Harian
2020-05-20;Mei;2020;21;Kematian (orang/hari);Kematian Harian
2020-05-21;Mei;2020;36;Kematian (orang/hari);Kematian Harian
2020-05-22;Mei;2020;48;Kematian (orang/hari);Kematian Harian
2020-05-23;Mei;2020;25;Kematian (orang/hari);Kematian Harian
2020-05-24;Mei;2020;21;Kematian (orang/hari);Kematian Harian
2020-05-25;Mei;2020;19;Kematian (orang/hari);Kematian Harian
2020-05-26;Mei;2020;27;Kematian (orang/hari);Kematian Harian
2020-05-27;Mei;2020;55;Kematian (orang/hari);Kematian Harian
2020-05-28;Mei;2020;23;Kematian (orang/hari);Kematian Harian
2020-05-29;Mei;2020;24;Kematian (orang/hari);Kematian Harian
2020-05-30;Mei;2020;53;Kematian (orang/hari);Kematian Harian
2020-05-31;Mei;2020;40;Kematian (orang/hari);Kematian Harian
2020-06-01;Juni;2020;28;Kematian (orang/hari);Kematian Harian
2020-06-02;Juni;2020;22;Kematian (orang/hari);Kematian Harian
2020-06-03;Juni;2020;35;Kematian (orang/hari);Kematian Harian
2020-06-04;Juni;2020;23;Kematian (orang/hari);Kematian Harian
2020-06-05;Juni;2020;49;Kematian (orang/hari);Kematian Harian
2020-06-06;Juni;2020;31;Kematian (orang/hari);Kematian Harian
2020-06-07;Juni;2020;50;Kematian (orang/hari);Kematian Harian
2020-06-08;Juni;2020;12;Kematian (orang/hari);Kematian Harian
2020-06-09;Juni;2020;60;Kematian (orang/hari);Kematian Harian
2020-06-10;Juni;2020;36;Kematian (orang/hari);Kematian Harian
2020-06-11;Juni;2020;41;Kematian (orang/hari);Kematian Harian
2020-06-12;Juni;2020;48;Kematian (orang/hari);Kematian Harian
2020-06-13;Juni;2020;43;Kematian (orang/hari);Kematian Harian
2020-06-14;Juni;2020;43;Kematian (orang/hari);Kematian Harian
2020-06-15;Juni;2020;64;Kematian (orang/hari);Kematian Harian
2020-06-16;Juni;2020;33;Kematian (orang/hari);Kematian Harian
2020-06-17;Juni;2020;45;Kematian (orang/hari);Kematian Harian
2020-06-18;Juni;2020;63;Kematian (orang/hari);Kematian Harian
2020-06-19;Juni;2020;34;Kematian (orang/hari);Kematian Harian
2020-06-20;Juni;2020;56;Kematian (orang/hari);Kematian Harian
2020-06-21;Juni;2020;36;Kematian (orang/hari);Kematian Harian
2020-06-22;Juni;2020;35;Kematian (orang/hari);Kematian Harian
2020-06-23;Juni;2020;35;Kematian (orang/hari);Kematian Harian
2020-06-24;Juni;2020;38;Kematian (orang/hari);Kematian Harian
2020-06-25;Juni;2020;47;Kematian (orang/hari);Kematian Harian
2020-06-26;Juni;2020;63;Kematian (orang/hari);Kematian Harian
2020-06-27;Juni;2020;37;Kematian (orang/hari);Kematian Harian
2020-06-28;Juni;2020;34;Kematian (orang/hari);Kematian Harian
2020-06-29;Juni;2020;51;Kematian (orang/hari);Kematian Harian
2020-06-30;Juni;2020;70;Kematian (orang/hari);Kematian Harian
2020-07-01;Juli;2020;59;Kematian (orang/hari);Kematian Harian
2020-07-02;Juli;2020;53;Kematian (orang/hari);Kematian Harian
2020-07-03;Juli;2020;49;Kematian (orang/hari);Kematian Harian
2020-07-04;Juli;2020;53;Kematian (orang/hari);Kematian Harian
2020-07-05;Juli;2020;82;Kematian (orang/hari);Kematian Harian
2020-07-06;Juli;2020;70;Kematian (orang/hari);Kematian Harian
2020-07-07;Juli;2020;68;Kematian (orang/hari);Kematian Harian
2020-07-08;Juli;2020;50;Kematian (orang/hari);Kematian Harian
2020-07-09;Juli;2020;58;Kematian (orang/hari);Kematian Harian
2020-07-10;Juli;2020;52;Kematian (orang/hari);Kematian Harian
2020-07-11;Juli;2020;66;Kematian (orang/hari);Kematian Harian
2020-07-12;Juli;2020;71;Kematian (orang/hari);Kematian Harian
2020-07-13;Juli;2020;50;Kematian (orang/hari);Kematian Harian
2020-07-14;Juli;2020;54;Kematian (orang/hari);Kematian Harian
2020-07-15;Juli;2020;87;Kematian (orang/hari);Kematian Harian
2020-07-16;Juli;2020;76;Kematian (orang/hari);Kematian Harian
2020-07-17;Juli;2020;84;Kematian (orang/hari);Kematian Harian
2020-07-18;Juli;2020;59;Kematian (orang/hari);Kematian Harian
2020-07-19;Juli;2020;127;Kematian (orang/hari);Kematian Harian
2020-07-20;Juli;2020;95;Kematian (orang/hari);Kematian Harian
2020-07-21;Juli;2020;82;Kematian (orang/hari);Kematian Harian
2020-07-22;Juli;2020;139;Kematian (orang/hari);Kematian Harian
2020-07-23;Juli;2020;117;Kematian (orang/hari);Kematian Harian
2020-07-24;Juli;2020;89;Kematian (orang/hari);Kematian Harian
2020-07-25;Juli;2020;49;Kematian (orang/hari);Kematian Harian
2020-07-26;Juli;2020;67;Kematian (orang/hari);Kematian Harian
2020-07-27;Juli;2020;57;Kematian (orang/hari);Kematian Harian
2020-07-28;Juli;2020;63;Kematian (orang/hari);Kematian Harian
2020-07-29;Juli;2020;74;Kematian (orang/hari);Kematian Harian
2020-07-31;Juli;2020;156;Kematian (orang/hari);Kematian Harian
2020-08-01;Agustus;2020;62;Kematian (orang/hari);Kematian Harian
2020-08-02;Agustus;2020;43;Kematian (orang/hari);Kematian Harian
2020-08-03;Agustus;2020;66;Kematian (orang/hari);Kematian Harian
2020-08-04;Agustus;2020;86;Kematian (orang/hari);Kematian Harian
2020-08-05;Agustus;2020;64;Kematian (orang/hari);Kematian Harian
2020-08-06;Agustus;2020;69;Kematian (orang/hari);Kematian Harian
2020-08-07;Agustus;2020;72;Kematian (orang/hari);Kematian Harian
2020-08-08;Agustus;2020;65;Kematian (orang/hari);Kematian Harian
2020-08-09;Agustus;2020;65;Kematian (orang/hari);Kematian Harian
2020-08-10;Agustus;2020;42;Kematian (orang/hari);Kematian Harian
