tanggal;bulan;tahun;nilai;nama;kategori
2020-10-05;Oktober;2020;87.487922705314;CREC(%);Koefisien Ekspansi
2020-10-06;Oktober;2020;2145508;Diperiksa (orang);Diperiksa
2020-10-06;Oktober;2020;311176;Terkonfirmasi (orang);Terkonfirmasi
2020-10-06;Oktober;2020;236437;Sembuh (orang);Sembuh
2020-10-06;Oktober;2020;11374;Kematian (orang);Kematian
2020-10-06;Oktober;2020;26153;Diperiksa (orang/hari);Diperiksa Harian
2020-10-06;Oktober;2020;4056;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-06;Oktober;2020;3844;Sembuh (orang/hari);Sembuh Harian
2020-10-06;Oktober;2020;121;Kematian (orang/hari);Kematian Harian
2020-10-06;Oktober;2020;3.65516620819086;CFR(%);Koefisien Fatalitas
2020-10-06;Oktober;2020;105.515088449532;CREC(%);Koefisien Ekspansi
2020-10-07;Oktober;2020;2177675;Diperiksa (orang);Diperiksa
2020-10-07;Oktober;2020;315714;Terkonfirmasi (orang);Terkonfirmasi
2020-10-07;Oktober;2020;240291;Sembuh (orang);Sembuh
2020-10-07;Oktober;2020;11472;Kematian (orang);Kematian
2020-10-07;Oktober;2020;32167;Diperiksa (orang/hari);Diperiksa Harian
2020-10-07;Oktober;2020;4538;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-07;Oktober;2020;3854;Sembuh (orang/hari);Sembuh Harian
2020-10-07;Oktober;2020;98;Kematian (orang/hari);Kematian Harian
2020-10-07;Oktober;2020;3.63366844675878;CFR(%);Koefisien Fatalitas
2020-10-07;Oktober;2020;117.747794499222;CREC(%);Koefisien Ekspansi
2020-10-08;Oktober;2020;2210576;Diperiksa (orang);Diperiksa
2020-10-08;Oktober;2020;320564;Terkonfirmasi (orang);Terkonfirmasi
2020-10-08;Oktober;2020;244060;Sembuh (orang);Sembuh
2020-10-08;Oktober;2020;11580;Kematian (orang);Kematian
2020-10-08;Oktober;2020;32901;Diperiksa (orang/hari);Diperiksa Harian
2020-10-08;Oktober;2020;4850;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-08;Oktober;2020;3769;Sembuh (orang/hari);Sembuh Harian
2020-10-08;Oktober;2020;108;Kematian (orang/hari);Kematian Harian
2020-10-08;Oktober;2020;3.61238317465467;CFR(%);Koefisien Fatalitas
2020-10-08;Oktober;2020;128.681347837623;CREC(%);Koefisien Ekspansi
2020-10-09;Oktober;2020;2249694;Diperiksa (orang);Diperiksa
2020-10-09;Oktober;2020;324658;Terkonfirmasi (orang);Terkonfirmasi
2020-10-09;Oktober;2020;247667;Sembuh (orang);Sembuh
2020-10-09;Oktober;2020;11677;Kematian (orang);Kematian
2020-10-09;Oktober;2020;39118;Diperiksa (orang/hari);Diperiksa Harian
2020-10-09;Oktober;2020;4094;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-09;Oktober;2020;3607;Sembuh (orang/hari);Sembuh Harian
2020-10-09;Oktober;2020;97;Kematian (orang/hari);Kematian Harian
2020-10-09;Oktober;2020;3.59670792033463;CFR(%);Koefisien Fatalitas
2020-10-09;Oktober;2020;113.501524812864;CREC(%);Koefisien Ekspansi
2020-10-10;Oktober;2020;2283369;Diperiksa (orang);Diperiksa
2020-10-10;Oktober;2020;328952;Terkonfirmasi (orang);Terkonfirmasi
2020-10-10;Oktober;2020;251481;Sembuh (orang);Sembuh
2020-10-10;Oktober;2020;11765;Kematian (orang);Kematian
2020-10-10;Oktober;2020;33675;Diperiksa (orang/hari);Diperiksa Harian
2020-10-10;Oktober;2020;4294;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-10;Oktober;2020;3814;Sembuh (orang/hari);Sembuh Harian
2020-10-10;Oktober;2020;88;Kematian (orang/hari);Kematian Harian
2020-10-10;Oktober;2020;3.57650964274423;CFR(%);Koefisien Fatalitas
2020-10-10;Oktober;2020;112.585212375459;CREC(%);Koefisien Ekspansi
2020-10-11;Oktober;2020;2305532;Diperiksa (orang);Diperiksa
2020-10-11;Oktober;2020;333449;Terkonfirmasi (orang);Terkonfirmasi
2020-10-11;Oktober;2020;255027;Sembuh (orang);Sembuh
2020-10-11;Oktober;2020;11844;Kematian (orang);Kematian
2020-10-11;Oktober;2020;22163;Diperiksa (orang/hari);Diperiksa Harian
2020-10-11;Oktober;2020;4497;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-11;Oktober;2020;3546;Sembuh (orang/hari);Sembuh Harian
2020-10-11;Oktober;2020;79;Kematian (orang/hari);Kematian Harian
2020-10-11;Oktober;2020;3.55196746728885;CFR(%);Koefisien Fatalitas
2020-10-11;Oktober;2020;126.818950930626;CREC(%);Koefisien Ekspansi
2020-10-12;Oktober;2020;2338550;Diperiksa (orang);Diperiksa
2020-10-12;Oktober;2020;336716;Terkonfirmasi (orang);Terkonfirmasi
2020-10-12;Oktober;2020;258519;Sembuh (orang);Sembuh
2020-10-12;Oktober;2020;11935;Kematian (orang);Kematian
2020-10-12;Oktober;2020;33018;Diperiksa (orang/hari);Diperiksa Harian
2020-10-12;Oktober;2020;3267;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-12;Oktober;2020;3492;Sembuh (orang/hari);Sembuh Harian
2020-10-12;Oktober;2020;91;Kematian (orang/hari);Kematian Harian
2020-10-12;Oktober;2020;3.54453010845935;CFR(%);Koefisien Fatalitas
2020-10-12;Oktober;2020;93.5567010309278;CREC(%);Koefisien Ekspansi
2020-10-13;Oktober;2020;2378562;Diperiksa (orang);Diperiksa
2020-10-13;Oktober;2020;340622;Terkonfirmasi (orang);Terkonfirmasi
2020-10-13;Oktober;2020;263296;Sembuh (orang);Sembuh
2020-10-13;Oktober;2020;12027;Kematian (orang);Kematian
2020-10-13;Oktober;2020;40012;Diperiksa (orang/hari);Diperiksa Harian
2020-10-13;Oktober;2020;3906;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-13;Oktober;2020;4777;Sembuh (orang/hari);Sembuh Harian
2020-10-13;Oktober;2020;92;Kematian (orang/hari);Kematian Harian
2020-10-13;Oktober;2020;3.53089348309857;CFR(%);Koefisien Fatalitas
2020-10-13;Oktober;2020;81.7667992463889;CREC(%);Koefisien Ekspansi
2020-10-14;Oktober;2020;2415606;Diperiksa (orang);Diperiksa
2020-10-14;Oktober;2020;344749;Terkonfirmasi (orang);Terkonfirmasi
2020-10-14;Oktober;2020;267851;Sembuh (orang);Sembuh
2020-10-14;Oktober;2020;12156;Kematian (orang);Kematian
2020-10-14;Oktober;2020;37044;Diperiksa (orang/hari);Diperiksa Harian
2020-10-14;Oktober;2020;4127;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-14;Oktober;2020;4555;Sembuh (orang/hari);Sembuh Harian
2020-10-14;Oktober;2020;129;Kematian (orang/hari);Kematian Harian
2020-10-14;Oktober;2020;3.5260435853331;CFR(%);Koefisien Fatalitas
2020-10-14;Oktober;2020;90.6037321624588;CREC(%);Koefisien Ekspansi
2020-10-15;Oktober;2020;2449725;Diperiksa (orang);Diperiksa
2020-10-15;Oktober;2020;349160;Terkonfirmasi (orang);Terkonfirmasi
2020-10-15;Oktober;2020;273661;Sembuh (orang);Sembuh
2020-10-15;Oktober;2020;12268;Kematian (orang);Kematian
2020-10-15;Oktober;2020;34119;Diperiksa (orang/hari);Diperiksa Harian
2020-10-15;Oktober;2020;4411;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-15;Oktober;2020;5810;Sembuh (orang/hari);Sembuh Harian
2020-10-15;Oktober;2020;112;Kematian (orang/hari);Kematian Harian
2020-10-15;Oktober;2020;3.51357543819452;CFR(%);Koefisien Fatalitas
2020-10-15;Oktober;2020;75.92082616179;CREC(%);Koefisien Ekspansi
2020-10-16;Oktober;2020;2479922;Diperiksa (orang);Diperiksa
2020-10-16;Oktober;2020;353461;Terkonfirmasi (orang);Terkonfirmasi
2020-10-16;Oktober;2020;277544;Sembuh (orang);Sembuh
2020-10-16;Oktober;2020;12347;Kematian (orang);Kematian
2020-10-16;Oktober;2020;30197;Diperiksa (orang/hari);Diperiksa Harian
2020-10-16;Oktober;2020;4301;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-16;Oktober;2020;3883;Sembuh (orang/hari);Sembuh Harian
2020-10-16;Oktober;2020;79;Kematian (orang/hari);Kematian Harian
2020-10-16;Oktober;2020;3.49317180679057;CFR(%);Koefisien Fatalitas
2020-10-16;Oktober;2020;110.764872521246;CREC(%);Koefisien Ekspansi
2020-10-17;Oktober;2020;2505898;Diperiksa (orang);Diperiksa
2020-10-17;Oktober;2020;357762;Terkonfirmasi (orang);Terkonfirmasi
2020-10-17;Oktober;2020;281592;Sembuh (orang);Sembuh
2020-10-17;Oktober;2020;12431;Kematian (orang);Kematian
2020-10-17;Oktober;2020;25976;Diperiksa (orang/hari);Diperiksa Harian
2020-10-17;Oktober;2020;4301;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-17;Oktober;2020;4048;Sembuh (orang/hari);Sembuh Harian
2020-10-17;Oktober;2020;84;Kematian (orang/hari);Kematian Harian
2020-10-17;Oktober;2020;3.4746563357763;CFR(%);Koefisien Fatalitas
2020-10-17;Oktober;2020;106.25;CREC(%);Koefisien Ekspansi
2020-10-18;Oktober;2020;2528319;Diperiksa (orang);Diperiksa
2020-10-18;Oktober;2020;361867;Terkonfirmasi (orang);Terkonfirmasi
2020-10-18;Oktober;2020;285324;Sembuh (orang);Sembuh
2020-10-18;Oktober;2020;12511;Kematian (orang);Kematian
2020-10-18;Oktober;2020;22421;Diperiksa (orang/hari);Diperiksa Harian
2020-10-18;Oktober;2020;4105;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-18;Oktober;2020;3732;Sembuh (orang/hari);Sembuh Harian
2020-10-18;Oktober;2020;80;Kematian (orang/hari);Kematian Harian
2020-10-18;Oktober;2020;3.45734758903133;CFR(%);Koefisien Fatalitas
2020-10-18;Oktober;2020;109.994640943194;CREC(%);Koefisien Ekspansi
2020-10-19;Oktober;2020;2553521;Diperiksa (orang);Diperiksa
2020-10-19;Oktober;2020;365240;Terkonfirmasi (orang);Terkonfirmasi
2020-10-19;Oktober;2020;289243;Sembuh (orang);Sembuh
2020-10-19;Oktober;2020;12617;Kematian (orang);Kematian
2020-10-19;Oktober;2020;25202;Diperiksa (orang/hari);Diperiksa Harian
2020-10-19;Oktober;2020;3373;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-19;Oktober;2020;3919;Sembuh (orang/hari);Sembuh Harian
2020-10-19;Oktober;2020;106;Kematian (orang/hari);Kematian Harian
2020-10-19;Oktober;2020;3.45444091556237;CFR(%);Koefisien Fatalitas
2020-10-19;Oktober;2020;86.0678744577698;CREC(%);Koefisien Ekspansi
2020-10-20;Oktober;2020;2583085;Diperiksa (orang);Diperiksa
2020-10-20;Oktober;2020;368842;Terkonfirmasi (orang);Terkonfirmasi
2020-10-20;Oktober;2020;293653;Sembuh (orang);Sembuh
2020-10-20;Oktober;2020;12734;Kematian (orang);Kematian
2020-10-20;Oktober;2020;29564;Diperiksa (orang/hari);Diperiksa Harian
2020-10-20;Oktober;2020;3602;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-20;Oktober;2020;4410;Sembuh (orang/hari);Sembuh Harian
2020-10-20;Oktober;2020;117;Kematian (orang/hari);Kematian Harian
2020-10-20;Oktober;2020;3.45242678436837;CFR(%);Koefisien Fatalitas
2020-10-20;Oktober;2020;81.6780045351474;CREC(%);Koefisien Ekspansi
2020-10-21;Oktober;2020;2613682;Diperiksa (orang);Diperiksa
2020-10-21;Oktober;2020;373109;Terkonfirmasi (orang);Terkonfirmasi
2020-10-21;Oktober;2020;297509;Sembuh (orang);Sembuh
2020-10-21;Oktober;2020;12857;Kematian (orang);Kematian
2020-10-21;Oktober;2020;30597;Diperiksa (orang/hari);Diperiksa Harian
2020-10-21;Oktober;2020;4267;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-21;Oktober;2020;3856;Sembuh (orang/hari);Sembuh Harian
2020-10-21;Oktober;2020;123;Kematian (orang/hari);Kematian Harian
2020-10-21;Oktober;2020;3.44590990836458;CFR(%);Koefisien Fatalitas
2020-10-21;Oktober;2020;110.658713692946;CREC(%);Koefisien Ekspansi
2020-10-22;Oktober;2020;2647094;Diperiksa (orang);Diperiksa
2020-10-22;Oktober;2020;377541;Terkonfirmasi (orang);Terkonfirmasi
2020-10-22;Oktober;2020;301006;Sembuh (orang);Sembuh
2020-10-22;Oktober;2020;12959;Kematian (orang);Kematian
2020-10-22;Oktober;2020;33412;Diperiksa (orang/hari);Diperiksa Harian
2020-10-22;Oktober;2020;4432;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-22;Oktober;2020;3497;Sembuh (orang/hari);Sembuh Harian
2020-10-22;Oktober;2020;102;Kematian (orang/hari);Kematian Harian
2020-10-22;Oktober;2020;3.43247488352258;CFR(%);Koefisien Fatalitas
2020-10-22;Oktober;2020;126.737203317129;CREC(%);Koefisien Ekspansi
2020-10-23;Oktober;2020;2679774;Diperiksa (orang);Diperiksa
2020-10-23;Oktober;2020;381910;Terkonfirmasi (orang);Terkonfirmasi
2020-10-23;Oktober;2020;305100;Sembuh (orang);Sembuh
2020-10-23;Oktober;2020;13007;Kematian (orang);Kematian
2020-10-23;Oktober;2020;32680;Diperiksa (orang/hari);Diperiksa Harian
2020-10-23;Oktober;2020;4369;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-23;Oktober;2020;4094;Sembuh (orang/hari);Sembuh Harian
2020-10-23;Oktober;2020;48;Kematian (orang/hari);Kematian Harian
2020-10-23;Oktober;2020;3.40577623000183;CFR(%);Koefisien Fatalitas
2020-10-23;Oktober;2020;106.717147044455;CREC(%);Koefisien Ekspansi
2020-10-24;Oktober;2020;2711239;Diperiksa (orang);Diperiksa
2020-10-24;Oktober;2020;385980;Terkonfirmasi (orang);Terkonfirmasi
2020-10-24;Oktober;2020;309219;Sembuh (orang);Sembuh
2020-10-24;Oktober;2020;13205;Kematian (orang);Kematian
2020-10-24;Oktober;2020;31465;Diperiksa (orang/hari);Diperiksa Harian
2020-10-24;Oktober;2020;4070;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-24;Oktober;2020;4119;Sembuh (orang/hari);Sembuh Harian
2020-10-24;Oktober;2020;198;Kematian (orang/hari);Kematian Harian
2020-10-24;Oktober;2020;3.42116171822374;CFR(%);Koefisien Fatalitas
2020-10-24;Oktober;2020;98.8103908715708;CREC(%);Koefisien Ekspansi
2020-10-25;Oktober;2020;2730231;Diperiksa (orang);Diperiksa
2020-10-25;Oktober;2020;389712;Terkonfirmasi (orang);Terkonfirmasi
2020-10-25;Oktober;2020;313764;Sembuh (orang);Sembuh
2020-10-25;Oktober;2020;13299;Kematian (orang);Kematian
2020-10-25;Oktober;2020;18992;Diperiksa (orang/hari);Diperiksa Harian
2020-10-25;Oktober;2020;3732;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-25;Oktober;2020;4545;Sembuh (orang/hari);Sembuh Harian
2020-10-25;Oktober;2020;94;Kematian (orang/hari);Kematian Harian
2020-10-25;Oktober;2020;3.41252001478015;CFR(%);Koefisien Fatalitas
2020-10-25;Oktober;2020;82.1122112211221;CREC(%);Koefisien Ekspansi
2020-10-26;Oktober;2020;392934;Terkonfirmasi (orang);Terkonfirmasi
2020-10-27;Oktober;2020;396454;Terkonfirmasi (orang);Terkonfirmasi
2020-10-28;Oktober;2020;400483;Terkonfirmasi (orang);Terkonfirmasi
2020-10-29;Oktober;2020;404048;Terkonfirmasi (orang);Terkonfirmasi
2020-10-30;Oktober;2020;406945;Terkonfirmasi (orang);Terkonfirmasi
2020-10-31;Oktober;2020;410088;Terkonfirmasi (orang);Terkonfirmasi
2020-11-01;Nopember;2020;412784;Terkonfirmasi (orang);Terkonfirmasi
2020-11-02;Nopember;2020;415402;Terkonfirmasi (orang);Terkonfirmasi
2020-11-03;Nopember;2020;418375;Terkonfirmasi (orang);Terkonfirmasi
2020-11-04;Nopember;2020;421731;Terkonfirmasi (orang);Terkonfirmasi
2020-11-05;Nopember;2020;425796;Terkonfirmasi (orang);Terkonfirmasi
2020-11-06;Nopember;2020;429574;Terkonfirmasi (orang);Terkonfirmasi
2020-11-07;Nopember;2020;433836;Terkonfirmasi (orang);Terkonfirmasi
2020-11-08;Nopember;2020;437716;Terkonfirmasi (orang);Terkonfirmasi
2020-11-09;Nopember;2020;440569;Terkonfirmasi (orang);Terkonfirmasi
2020-11-10;Nopember;2020;444348;Terkonfirmasi (orang);Terkonfirmasi
2020-11-11;Nopember;2020;448118;Terkonfirmasi (orang);Terkonfirmasi
2020-11-12;Nopember;2020;452291;Terkonfirmasi (orang);Terkonfirmasi
2020-11-13;Nopember;2020;457735;Terkonfirmasi (orang);Terkonfirmasi
2020-11-14;Nopember;2020;463007;Terkonfirmasi (orang);Terkonfirmasi
2020-11-15;Nopember;2020;467113;Terkonfirmasi (orang);Terkonfirmasi
2020-11-16;Nopember;2020;470648;Terkonfirmasi (orang);Terkonfirmasi
2020-11-17;Nopember;2020;474455;Terkonfirmasi (orang);Terkonfirmasi
2020-11-18;Nopember;2020;478720;Terkonfirmasi (orang);Terkonfirmasi
2020-11-19;Nopember;2020;483518;Terkonfirmasi (orang);Terkonfirmasi
2020-11-20;Nopember;2020;488310;Terkonfirmasi (orang);Terkonfirmasi
2020-11-21;Nopember;2020;493308;Terkonfirmasi (orang);Terkonfirmasi
2020-11-22;Nopember;2020;497668;Terkonfirmasi (orang);Terkonfirmasi
2020-11-23;Nopember;2020;502110;Terkonfirmasi (orang);Terkonfirmasi
2020-10-26;Oktober;2020;3222;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-27;Oktober;2020;3520;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-28;Oktober;2020;4029;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-29;Oktober;2020;3565;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-30;Oktober;2020;2897;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-31;Oktober;2020;3143;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-01;Oktober;2020;2696;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-02;Oktober;2020;2618;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-03;Oktober;2020;2973;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-04;Oktober;2020;3356;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-05;Oktober;2020;4065;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-06;Oktober;2020;3778;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-07;Oktober;2020;4262;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-08;Oktober;2020;3880;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-09;Oktober;2020;2853;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-10;Oktober;2020;3779;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-11;Oktober;2020;3770;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-12;Oktober;2020;4173;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-13;Oktober;2020;5444;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-14;Oktober;2020;5272;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-15;Oktober;2020;4106;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-16;Oktober;2020;3535;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-17;Oktober;2020;3807;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-18;Oktober;2020;4265;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-19;Oktober;2020;4798;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-20;Oktober;2020;4792;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-21;Oktober;2020;4998;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-22;Oktober;2020;4360;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-11-23;Oktober;2020;4442;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2020-10-26;Oktober;2020;13411;Kematian (orang);Kematian
2020-10-27;Oktober;2020;13512;Kematian (orang);Kematian
2020-10-28;Oktober;2020;13612;Kematian (orang);Kematian
2020-10-29;Oktober;2020;13701;Kematian (orang);Kematian
2020-10-30;Oktober;2020;13782;Kematian (orang);Kematian
2020-10-31;Oktober;2020;13869;Kematian (orang);Kematian
2020-11-01;Nopember;2020;13943;Kematian (orang);Kematian
2020-11-02;Nopember;2020;14044;Kematian (orang);Kematian
2020-11-03;Nopember;2020;14146;Kematian (orang);Kematian
2020-11-04;Nopember;2020;14259;Kematian (orang);Kematian
2020-11-05;Nopember;2020;14348;Kematian (orang);Kematian
2020-11-06;Nopember;2020;14442;Kematian (orang);Kematian
2020-11-07;Nopember;2020;14540;Kematian (orang);Kematian
2020-11-08;Nopember;2020;14614;Kematian (orang);Kematian
2020-11-09;Nopember;2020;14689;Kematian (orang);Kematian
2020-11-10;Nopember;2020;14761;Kematian (orang);Kematian
2020-11-11;Nopember;2020;14836;Kematian (orang);Kematian
2020-11-12;Nopember;2020;14933;Kematian (orang);Kematian
2020-11-13;Nopember;2020;15037;Kematian (orang);Kematian
2020-11-14;Nopember;2020;15148;Kematian (orang);Kematian
2020-11-15;Nopember;2020;15211;Kematian (orang);Kematian
2020-11-16;Nopember;2020;15296;Kematian (orang);Kematian
2020-11-17;Nopember;2020;15393;Kematian (orang);Kematian
2020-11-18;Nopember;2020;15503;Kematian (orang);Kematian
2020-11-19;Nopember;2020;15600;Kematian (orang);Kematian
2020-11-20;Nopember;2020;15678;Kematian (orang);Kematian
2020-11-21;Nopember;2020;15774;Kematian (orang);Kematian
2020-11-22;Nopember;2020;15884;Kematian (orang);Kematian
2020-11-23;Nopember;2020;16002;Kematian (orang);Kematian
2020-10-26;Oktober;2020;112;Kematian (orang/hari);Kematian Harian
2020-10-27;Oktober;2020;101;Kematian (orang/hari);Kematian Harian
2020-10-28;Oktober;2020;100;Kematian (orang/hari);Kematian Harian
2020-10-29;Oktober;2020;89;Kematian (orang/hari);Kematian Harian
2020-10-30;Oktober;2020;81;Kematian (orang/hari);Kematian Harian
2020-10-31;Oktober;2020;87;Kematian (orang/hari);Kematian Harian
2020-11-01;Nopember;2020;74;Kematian (orang/hari);Kematian Harian
2020-11-02;Nopember;2020;101;Kematian (orang/hari);Kematian Harian
2020-11-03;Nopember;2020;102;Kematian (orang/hari);Kematian Harian
2020-11-04;Nopember;2020;113;Kematian (orang/hari);Kematian Harian
2020-11-05;Nopember;2020;89;Kematian (orang/hari);Kematian Harian
2020-11-06;Nopember;2020;94;Kematian (orang/hari);Kematian Harian
2020-11-07;Nopember;2020;98;Kematian (orang/hari);Kematian Harian
2020-11-08;Nopember;2020;74;Kematian (orang/hari);Kematian Harian
2020-11-09;Nopember;2020;75;Kematian (orang/hari);Kematian Harian
2020-11-10;Nopember;2020;72;Kematian (orang/hari);Kematian Harian
2020-11-11;Nopember;2020;75;Kematian (orang/hari);Kematian Harian
2020-11-12;Nopember;2020;97;Kematian (orang/hari);Kematian Harian
2020-11-13;Nopember;2020;104;Kematian (orang/hari);Kematian Harian
2020-11-14;Nopember;2020;111;Kematian (orang/hari);Kematian Harian
2020-11-15;Nopember;2020;63;Kematian (orang/hari);Kematian Harian
2020-11-16;Nopember;2020;85;Kematian (orang/hari);Kematian Harian
2020-11-17;Nopember;2020;97;Kematian (orang/hari);Kematian Harian
2020-11-18;Nopember;2020;110;Kematian (orang/hari);Kematian Harian
2020-11-19;Nopember;2020;97;Kematian (orang/hari);Kematian Harian
2020-11-20;Nopember;2020;78;Kematian (orang/hari);Kematian Harian
2020-11-21;Nopember;2020;96;Kematian (orang/hari);Kematian Harian
2020-11-22;Nopember;2020;110;Kematian (orang/hari);Kematian Harian
2020-11-23;Nopember;2020;118;Kematian (orang/hari);Kematian Harian
2020-10-26;Oktober;2020;317672;Sembuh (orang);Sembuh
2020-10-27;Oktober;2020;322248;Sembuh (orang);Sembuh
2020-10-28;Oktober;2020;325793;Sembuh (orang);Sembuh
2020-10-29;Oktober;2020;329778;Sembuh (orang);Sembuh
2020-10-30;Oktober;2020;334295;Sembuh (orang);Sembuh
2020-10-31;Oktober;2020;337801;Sembuh (orang);Sembuh
2020-11-01;Nopember;2020;341942;Sembuh (orang);Sembuh
2020-11-02;Nopember;2020;345566;Sembuh (orang);Sembuh
2020-11-03;Nopember;2020;349497;Sembuh (orang);Sembuh
2020-11-04;Nopember;2020;353282;Sembuh (orang);Sembuh
2020-11-05;Nopember;2020;357142;Sembuh (orang);Sembuh
2020-11-06;Nopember;2020;360705;Sembuh (orang);Sembuh
2020-11-07;Nopember;2020;364417;Sembuh (orang);Sembuh
2020-11-08;Nopember;2020;368298;Sembuh (orang);Sembuh
2020-11-09;Nopember;2020;372266;Sembuh (orang);Sembuh
2020-11-10;Nopember;2020;375741;Sembuh (orang);Sembuh
2020-11-11;Nopember;2020;378982;Sembuh (orang);Sembuh
2020-11-12;Nopember;2020;382084;Sembuh (orang);Sembuh
2020-11-13;Nopember;2020;385094;Sembuh (orang);Sembuh
2020-11-14;Nopember;2020;388094;Sembuh (orang);Sembuh
2020-11-15;Nopember;2020;391991;Sembuh (orang);Sembuh
2020-11-16;Nopember;2020;395443;Sembuh (orang);Sembuh
2020-11-17;Nopember;2020;398636;Sembuh (orang);Sembuh
2020-11-18;Nopember;2020;402347;Sembuh (orang);Sembuh
2020-11-19;Nopember;2020;406612;Sembuh (orang);Sembuh
2020-11-20;Nopember;2020;410552;Sembuh (orang);Sembuh
2020-11-21;Nopember;2020;413955;Sembuh (orang);Sembuh
2020-11-22;Nopember;2020;418188;Sembuh (orang);Sembuh
2020-11-23;Nopember;2020;422386;Sembuh (orang);Sembuh
2020-10-26;Oktober;2020;3908;Sembuh (orang/hari);Sembuh Harian
2020-10-27;Oktober;2020;4576;Sembuh (orang/hari);Sembuh Harian
2020-10-28;Oktober;2020;3545;Sembuh (orang/hari);Sembuh Harian
2020-10-29;Oktober;2020;3985;Sembuh (orang/hari);Sembuh Harian
2020-10-30;Oktober;2020;4517;Sembuh (orang/hari);Sembuh Harian
2020-10-31;Oktober;2020;3506;Sembuh (orang/hari);Sembuh Harian
2020-11-01;Nopember;2020;4141;Sembuh (orang/hari);Sembuh Harian
2020-11-02;Nopember;2020;3624;Sembuh (orang/hari);Sembuh Harian
2020-11-03;Nopember;2020;3931;Sembuh (orang/hari);Sembuh Harian
2020-11-04;Nopember;2020;3785;Sembuh (orang/hari);Sembuh Harian
2020-11-05;Nopember;2020;3860;Sembuh (orang/hari);Sembuh Harian
2020-11-06;Nopember;2020;3563;Sembuh (orang/hari);Sembuh Harian
2020-11-07;Nopember;2020;3712;Sembuh (orang/hari);Sembuh Harian
2020-11-08;Nopember;2020;3881;Sembuh (orang/hari);Sembuh Harian
2020-11-09;Nopember;2020;3968;Sembuh (orang/hari);Sembuh Harian
2020-11-10;Nopember;2020;3475;Sembuh (orang/hari);Sembuh Harian
2020-11-11;Nopember;2020;3241;Sembuh (orang/hari);Sembuh Harian
2020-11-12;Nopember;2020;3102;Sembuh (orang/hari);Sembuh Harian
2020-11-13;Nopember;2020;3010;Sembuh (orang/hari);Sembuh Harian
2020-11-14;Nopember;2020;3000;Sembuh (orang/hari);Sembuh Harian
