tanggal;propinsi;nilai;kategori;pulau
2020-09-27;Maluku Utara;3.61;CFR;Maluku
2020-09-27;Maluku;1.50;CFR;Maluku
2020-09-27;Papua Barat;1.46;CFR;Papua
2020-09-27;Papua;1.34;CFR;Papua
2020-09-27;Sulawesi Barat;1.78;CFR;Sulawesi
2020-09-27;Nusa Tenggara Timur;1.49;CFR;Sunda Kecil
2020-09-27;Gorontalo;2.92;CFR;Sulawesi
2020-09-28;Aceh;3.86;CFR;Sumatera
2020-09-28;Bali;3.04;CFR;Sunda Kecil
2020-09-28;Banten;3.12;CFR;Jawa
2020-09-28;Bangka Belitung;1.19;CFR;Sumatera
2020-09-28;Bengkulu;5.26;CFR;Sumatera
2020-09-28;Yogyakarta;2.54;CFR;Jawa
2020-09-28;Jakarta;2.38;CFR;Jawa
2020-09-28;Jambi;1.93;CFR;Sumatera
2020-09-28;Jawa Barat;1.82;CFR;Jawa
2020-09-28;Jawa Tengah;6.37;CFR;Jawa
2020-09-28;Jawa Timur;7.27;CFR;Jawa
2020-09-28;Kalimantan Barat;0.94;CFR;Kalimantan
2020-09-28;Kalimantan Timur;3.62;CFR;Kalimantan
2020-09-28;Kalimantan Tengah;3.69;CFR;Kalimantan
2020-09-28;Kalimantan Selatan;4.07;CFR;Kalimantan
2020-09-28;Kalimantan Utara;0.70;CFR;Kalimantan
2020-09-28;Kepulauan Riau;2.57;CFR;Sumatera
2020-09-28;Nusa Tenggara Barat;5.94;CFR;Sunda Kecil
2020-09-28;Sumatera Selatan;5.77;CFR;Sumatera
2020-09-28;Sumatera Barat;1.86;CFR;Sumatera
2020-09-28;Sulawesi Utara;3.89;CFR;Sulawesi
2020-09-28;Sumatera Utara;4.18;CFR;Sumatera
2020-09-28;Sulawesi Tenggara;2.09;CFR;Sulawesi
2020-09-28;Sulawesi Selatan;2.69;CFR;Sulawesi
2020-09-28;Sulawesi Tengah;3.82;CFR;Sulawesi
2020-09-28;Lampung;3.53;CFR;Sumatera
2020-09-28;Riau;2.09;CFR;Sumatera
2020-09-28;Maluku Utara;3.61;CFR;Maluku
2020-09-28;Maluku;1.50;CFR;Maluku
2020-09-28;Papua Barat;1.51;CFR;Papua
2020-09-28;Papua;1.33;CFR;Papua
2020-09-28;Sulawesi Barat;1.78;CFR;Sulawesi
2020-09-28;Nusa Tenggara Timur;1.49;CFR;Sunda Kecil
2020-09-28;Gorontalo;2.82;CFR;Sulawesi
2020-09-29;Aceh;3.89;CFR;Sumatera
2020-09-29;Bali;3.10;CFR;Sunda Kecil
2020-09-29;Banten;3.09;CFR;Jawa
2020-09-29;Bangka Belitung;1.15;CFR;Sumatera
2020-09-29;Bengkulu;5.11;CFR;Sumatera
2020-09-29;Yogyakarta;2.57;CFR;Jawa
2020-09-29;Jakarta;2.36;CFR;Jawa
2020-09-29;Jambi;2.24;CFR;Sumatera
2020-09-29;Jawa Barat;1.86;CFR;Jawa
2020-09-29;Jawa Tengah;6.35;CFR;Jawa
2020-09-29;Jawa Timur;7.28;CFR;Jawa
2020-09-29;Kalimantan Barat;0.92;CFR;Kalimantan
2020-09-29;Kalimantan Timur;3.71;CFR;Kalimantan
2020-09-29;Kalimantan Tengah;3.60;CFR;Kalimantan
2020-09-29;Kalimantan Selatan;4.07;CFR;Kalimantan
2020-09-29;Kalimantan Utara;0.70;CFR;Kalimantan
2020-09-29;Kepulauan Riau;2.55;CFR;Sumatera
2020-09-29;Nusa Tenggara Barat;5.93;CFR;Sunda Kecil
2020-09-29;Sumatera Selatan;5.71;CFR;Sumatera
2020-09-29;Sumatera Barat;1.88;CFR;Sumatera
2020-09-29;Sulawesi Utara;3.93;CFR;Sulawesi
2020-09-29;Sumatera Utara;4.16;CFR;Sumatera
2020-09-29;Sulawesi Tenggara;2.13;CFR;Sulawesi
2020-09-29;Sulawesi Selatan;2.68;CFR;Sulawesi
2020-09-29;Sulawesi Tengah;3.73;CFR;Sulawesi
2020-09-29;Lampung;3.43;CFR;Sumatera
2020-09-29;Riau;2.08;CFR;Sumatera
2020-09-29;Maluku Utara;3.59;CFR;Maluku
2020-09-29;Maluku;1.46;CFR;Maluku
2020-09-29;Papua Barat;1.63;CFR;Papua
2020-09-29;Papua;1.33;CFR;Papua
2020-09-29;Sulawesi Barat;1.42;CFR;Sulawesi
2020-09-29;Nusa Tenggara Timur;1.48;CFR;Sunda Kecil
2020-09-29;Gorontalo;2.81;CFR;Sulawesi
2020-09-30;Aceh;3.86;CFR;Sumatera
2020-09-30;Bali;3.10;CFR;Sunda Kecil
2020-09-30;Banten;3.03;CFR;Jawa
2020-09-30;Bangka Belitung;1.11;CFR;Sumatera
2020-09-30;Bengkulu;4.91;CFR;Sumatera
2020-09-30;Yogyakarta;2.53;CFR;Jawa
2020-09-30;Jakarta;2.34;CFR;Jawa
2020-09-30;Jambi;2.14;CFR;Sumatera
2020-09-30;Jawa Barat;1.89;CFR;Jawa
2020-09-30;Jawa Tengah;6.30;CFR;Jawa
2020-09-30;Jawa Timur;7.30;CFR;Jawa
2020-09-30;Kalimantan Barat;0.92;CFR;Kalimantan
2020-09-30;Kalimantan Timur;3.84;CFR;Kalimantan
2020-09-30;Kalimantan Tengah;3.65;CFR;Kalimantan
2020-09-30;Kalimantan Selatan;4.07;CFR;Kalimantan
2020-09-30;Kalimantan Utara;0.69;CFR;Kalimantan
2020-09-30;Kepulauan Riau;2.51;CFR;Sumatera
2020-09-30;Nusa Tenggara Barat;5.91;CFR;Sunda Kecil
2020-09-30;Sumatera Selatan;5.71;CFR;Sumatera
2020-09-30;Sumatera Barat;2.02;CFR;Sumatera
2020-09-30;Sulawesi Utara;3.92;CFR;Sulawesi
2020-09-30;Sumatera Utara;4.16;CFR;Sumatera
2020-09-30;Sulawesi Tenggara;2.10;CFR;Sulawesi
2020-09-30;Sulawesi Selatan;2.70;CFR;Sulawesi
2020-09-30;Sulawesi Tengah;3.66;CFR;Sulawesi
2020-09-30;Lampung;3.69;CFR;Sumatera
2020-09-30;Riau;2.09;CFR;Sumatera
2020-09-30;Maluku Utara;3.58;CFR;Maluku
2020-09-30;Maluku;1.46;CFR;Maluku
2020-09-30;Papua Barat;1.64;CFR;Papua
2020-09-30;Papua;1.36;CFR;Papua
2020-09-30;Sulawesi Barat;1.39;CFR;Sulawesi
2020-09-30;Nusa Tenggara Timur;1.42;CFR;Sunda Kecil
2020-09-30;Gorontalo;2.76;CFR;Sulawesi
2020-10-31;Aceh;7405;Terkonfirmasi;Sumatera
2020-10-31;Bali;11764;Terkonfirmasi;Sunda Kecil
2020-10-31;Banten;9490;Terkonfirmasi;Jawa
2020-10-31;Bangka Belitung;583;Terkonfirmasi;Sumatera
2020-10-31;Bengkulu;1081;Terkonfirmasi;Sumatera
2020-10-31;Yogyakarta;3835;Terkonfirmasi;Jawa
2020-10-31;Jakarta;105597;Terkonfirmasi;Jawa
2020-10-31;Jambi;1230;Terkonfirmasi;Sumatera
2020-10-31;Jawa Barat;36338;Terkonfirmasi;Jawa
2020-10-31;Jawa Tengah;33912;Terkonfirmasi;Jawa
2020-10-31;Jawa Timur;52465;Terkonfirmasi;Jawa
2020-10-31;Kalimantan Barat;1655;Terkonfirmasi;Kalimantan
2020-10-31;Kalimantan Timur;14091;Terkonfirmasi;Kalimantan
2020-10-31;Kalimantan Tengah;4344;Terkonfirmasi;Kalimantan
2020-10-31;Kalimantan Selatan;11856;Terkonfirmasi;Kalimantan
2020-10-31;Kalimantan Utara;822;Terkonfirmasi;Kalimantan
2020-10-31;Kepulauan Riau;4008;Terkonfirmasi;Sumatera
2020-10-31;Nusa Tenggara Barat;3972;Terkonfirmasi;Sunda Kecil
2020-10-31;Sumatera Selatan;7849;Terkonfirmasi;Sumatera
2020-10-31;Sumatera Barat;14537;Terkonfirmasi;Sumatera
2020-10-31;Sulawesi Utara;5407;Terkonfirmasi;Sulawesi
2020-10-31;Sumatera Utara;13107;Terkonfirmasi;Sumatera
2020-10-31;Sulawesi Tenggara;4950;Terkonfirmasi;Sulawesi
2020-10-31;Sulawesi Selatan;18345;Terkonfirmasi;Sulawesi
2020-10-31;Sulawesi Tengah;857;Terkonfirmasi;Sulawesi
2020-10-31;Lampung;1825;Terkonfirmasi;Sumatera
2020-10-31;Riau;14799;Terkonfirmasi;Sumatera
2020-10-31;Maluku Utara;2199;Terkonfirmasi;Maluku
2020-10-31;Maluku;3852;Terkonfirmasi;Maluku
2020-10-31;Papua Barat;4149;Terkonfirmasi;Papua
2020-10-31;Papua;9037;Terkonfirmasi;Papua
2020-10-31;Sulawesi Barat;1029;Terkonfirmasi;Sulawesi
2020-10-31;Nusa Tenggara Timur;681;Terkonfirmasi;Sunda Kecil
2020-10-31;Gorontalo;3017;Terkonfirmasi;Sulawesi
2020-11-01;Aceh;7426;Terkonfirmasi;Sumatera
2020-11-01;Bali;11821;Terkonfirmasi;Sunda Kecil
2020-11-01;Banten;9580;Terkonfirmasi;Jawa
2020-11-01;Bangka Belitung;587;Terkonfirmasi;Sumatera
2020-11-01;Bengkulu;1082;Terkonfirmasi;Sumatera
2020-11-01;Yogyakarta;3851;Terkonfirmasi;Jawa
2020-11-01;Jakarta;106205;Terkonfirmasi;Jawa
2020-11-01;Jambi;1230;Terkonfirmasi;Sumatera
2020-11-01;Jawa Barat;36583;Terkonfirmasi;Jawa
2020-11-01;Jawa Tengah;34370;Terkonfirmasi;Jawa
2020-11-01;Jawa Timur;52718;Terkonfirmasi;Jawa
2020-11-01;Kalimantan Barat;1677;Terkonfirmasi;Kalimantan
2020-11-01;Kalimantan Timur;14259;Terkonfirmasi;Kalimantan
2020-11-01;Kalimantan Tengah;4344;Terkonfirmasi;Kalimantan
2020-11-01;Kalimantan Selatan;11881;Terkonfirmasi;Kalimantan
2020-11-01;Kalimantan Utara;826;Terkonfirmasi;Kalimantan
2020-11-01;Kepulauan Riau;4025;Terkonfirmasi;Sumatera
2020-11-01;Nusa Tenggara Barat;3996;Terkonfirmasi;Sunda Kecil
2020-11-01;Sumatera Selatan;7903;Terkonfirmasi;Sumatera
2020-11-01;Sumatera Barat;14762;Terkonfirmasi;Sumatera
2020-11-01;Sulawesi Utara;5428;Terkonfirmasi;Sulawesi
2020-11-01;Sumatera Utara;13198;Terkonfirmasi;Sumatera
2020-11-01;Sulawesi Tenggara;5070;Terkonfirmasi;Sulawesi
2020-11-01;Sulawesi Selatan;18370;Terkonfirmasi;Sulawesi
2020-11-01;Sulawesi Tengah;876;Terkonfirmasi;Sulawesi
2020-11-01;Lampung;1851;Terkonfirmasi;Sumatera
2020-11-01;Riau;14830;Terkonfirmasi;Sumatera
2020-11-01;Maluku Utara;2199;Terkonfirmasi;Maluku
2020-11-01;Maluku;3863;Terkonfirmasi;Maluku
2020-11-01;Papua Barat;4189;Terkonfirmasi;Papua
2020-11-01;Papua;9037;Terkonfirmasi;Papua
2020-11-01;Sulawesi Barat;1036;Terkonfirmasi;Sulawesi
2020-11-01;Nusa Tenggara Timur;690;Terkonfirmasi;Sunda Kecil
2020-11-01;Gorontalo;3021;Terkonfirmasi;Sulawesi
2020-11-02;Aceh;7457;Terkonfirmasi;Sumatera
2020-11-02;Bali;11846;Terkonfirmasi;Sunda Kecil
2020-11-02;Banten;9654;Terkonfirmasi;Jawa
2020-11-02;Bangka Belitung;592;Terkonfirmasi;Sumatera
2020-11-02;Bengkulu;1087;Terkonfirmasi;Sumatera
2020-11-02;Yogyakarta;3883;Terkonfirmasi;Jawa
2020-11-02;Jakarta;107229;Terkonfirmasi;Jawa
2020-11-02;Jambi;1230;Terkonfirmasi;Sumatera
2020-11-02;Jawa Barat;36924;Terkonfirmasi;Jawa
2020-11-02;Jawa Tengah;34618;Terkonfirmasi;Jawa
2020-11-02;Jawa Timur;53002;Terkonfirmasi;Jawa
2020-11-02;Kalimantan Barat;1677;Terkonfirmasi;Kalimantan
2020-11-02;Kalimantan Timur;14345;Terkonfirmasi;Kalimantan
2020-11-02;Kalimantan Tengah;4381;Terkonfirmasi;Kalimantan
2020-11-02;Kalimantan Selatan;11893;Terkonfirmasi;Kalimantan
2020-11-02;Kalimantan Utara;829;Terkonfirmasi;Kalimantan
2020-11-02;Kepulauan Riau;4047;Terkonfirmasi;Sumatera
2020-11-02;Nusa Tenggara Barat;3998;Terkonfirmasi;Sunda Kecil
2020-11-02;Sumatera Selatan;7921;Terkonfirmasi;Sumatera
2020-11-02;Sumatera Barat;14940;Terkonfirmasi;Sumatera
2020-11-02;Sulawesi Utara;5452;Terkonfirmasi;Sulawesi
2020-11-02;Sumatera Utara;13277;Terkonfirmasi;Sumatera
2020-11-02;Sulawesi Tenggara;5073;Terkonfirmasi;Sulawesi
2020-11-02;Sulawesi Selatan;18372;Terkonfirmasi;Sulawesi
2020-11-02;Sulawesi Tengah;878;Terkonfirmasi;Sulawesi
2020-11-02;Lampung;1884;Terkonfirmasi;Sumatera
2020-11-02;Riau;14841;Terkonfirmasi;Sumatera
2020-11-02;Maluku Utara;2232;Terkonfirmasi;Maluku
2020-11-02;Maluku;3863;Terkonfirmasi;Maluku
2020-11-02;Papua Barat;4189;Terkonfirmasi;Papua
2020-11-02;Papua;9037;Terkonfirmasi;Papua
2020-11-02;Sulawesi Barat;1036;Terkonfirmasi;Sulawesi
2020-11-02;Nusa Tenggara Timur;694;Terkonfirmasi;Sunda Kecil
2020-11-02;Gorontalo;3021;Terkonfirmasi;Sulawesi
2020-11-03;Aceh;7482;Terkonfirmasi;Sumatera
2020-11-03;Bali;11906;Terkonfirmasi;Sunda Kecil
2020-11-03;Banten;9726;Terkonfirmasi;Jawa
2020-11-03;Bangka Belitung;603;Terkonfirmasi;Sumatera
2020-11-03;Bengkulu;1099;Terkonfirmasi;Sumatera
2020-11-03;Yogyakarta;3932;Terkonfirmasi;Jawa
2020-11-03;Jakarta;107846;Terkonfirmasi;Jawa
2020-11-03;Jambi;1237;Terkonfirmasi;Sumatera
2020-11-03;Jawa Barat;37408;Terkonfirmasi;Jawa
2020-11-03;Jawa Tengah;35071;Terkonfirmasi;Jawa
2020-11-03;Jawa Timur;53274;Terkonfirmasi;Jawa
2020-11-03;Kalimantan Barat;1712;Terkonfirmasi;Kalimantan
2020-11-03;Kalimantan Timur;14497;Terkonfirmasi;Kalimantan
2020-11-03;Kalimantan Tengah;4398;Terkonfirmasi;Kalimantan
2020-11-03;Kalimantan Selatan;11909;Terkonfirmasi;Kalimantan
2020-11-03;Kalimantan Utara;841;Terkonfirmasi;Kalimantan
2020-11-03;Kepulauan Riau;4110;Terkonfirmasi;Sumatera
2020-11-03;Nusa Tenggara Barat;4016;Terkonfirmasi;Sunda Kecil
2020-11-03;Sumatera Selatan;7952;Terkonfirmasi;Sumatera
2020-11-03;Sumatera Barat;15013;Terkonfirmasi;Sumatera
2020-11-03;Sulawesi Utara;5476;Terkonfirmasi;Sulawesi
2020-11-03;Sumatera Utara;13355;Terkonfirmasi;Sumatera
2020-11-03;Sulawesi Tenggara;5080;Terkonfirmasi;Sulawesi
2020-11-03;Sulawesi Selatan;18399;Terkonfirmasi;Sulawesi
2020-11-03;Sulawesi Tengah;889;Terkonfirmasi;Sulawesi
2020-11-03;Lampung;1936;Terkonfirmasi;Sumatera
2020-11-03;Riau;14947;Terkonfirmasi;Sumatera
2020-11-03;Maluku Utara;2232;Terkonfirmasi;Maluku
2020-11-03;Maluku;3877;Terkonfirmasi;Maluku
2020-11-03;Papua Barat;4280;Terkonfirmasi;Papua
2020-11-03;Papua;9082;Terkonfirmasi;Papua
2020-11-03;Sulawesi Barat;1041;Terkonfirmasi;Sulawesi
2020-11-03;Nusa Tenggara Timur;718;Terkonfirmasi;Sunda Kecil
2020-11-03;Gorontalo;3031;Terkonfirmasi;Sulawesi
2020-11-04;Aceh;7526;Terkonfirmasi;Sumatera
2020-11-04;Bali;11979;Terkonfirmasi;Sunda Kecil
2020-11-04;Banten;9816;Terkonfirmasi;Jawa
2020-11-04;Bangka Belitung;637;Terkonfirmasi;Sumatera
2020-11-04;Bengkulu;1117;Terkonfirmasi;Sumatera
2020-11-04;Yogyakarta;3972;Terkonfirmasi;Jawa
2020-11-04;Jakarta;108614;Terkonfirmasi;Jawa
2020-11-04;Jambi;1242;Terkonfirmasi;Sumatera
2020-11-04;Jawa Barat;37924;Terkonfirmasi;Jawa
2020-11-04;Jawa Tengah;35618;Terkonfirmasi;Jawa
2020-11-04;Jawa Timur;53513;Terkonfirmasi;Jawa
2020-11-04;Kalimantan Barat;1731;Terkonfirmasi;Kalimantan
2020-11-04;Kalimantan Timur;14643;Terkonfirmasi;Kalimantan
2020-11-04;Kalimantan Tengah;4418;Terkonfirmasi;Kalimantan
2020-11-04;Kalimantan Selatan;11924;Terkonfirmasi;Kalimantan
2020-11-04;Kalimantan Utara;856;Terkonfirmasi;Kalimantan
2020-11-04;Kepulauan Riau;4144;Terkonfirmasi;Sumatera
2020-11-04;Nusa Tenggara Barat;4042;Terkonfirmasi;Sunda Kecil
2020-11-04;Sumatera Selatan;8022;Terkonfirmasi;Sumatera
2020-11-04;Sumatera Barat;15183;Terkonfirmasi;Sumatera
2020-11-04;Sulawesi Utara;5484;Terkonfirmasi;Sulawesi
2020-11-04;Sumatera Utara;13434;Terkonfirmasi;Sumatera
2020-11-04;Sulawesi Tenggara;5122;Terkonfirmasi;Sulawesi
2020-11-04;Sulawesi Selatan;18469;Terkonfirmasi;Sulawesi
2020-11-04;Sulawesi Tengah;906;Terkonfirmasi;Sulawesi
2020-11-04;Lampung;1984;Terkonfirmasi;Sumatera
2020-11-04;Riau;15119;Terkonfirmasi;Sumatera
2020-11-04;Maluku Utara;2234;Terkonfirmasi;Maluku
2020-11-04;Maluku;3877;Terkonfirmasi;Maluku
2020-11-04;Papua Barat;4298;Terkonfirmasi;Papua
2020-11-04;Papua;9082;Terkonfirmasi;Papua
2020-11-04;Sulawesi Barat;1042;Terkonfirmasi;Sulawesi
2020-11-04;Nusa Tenggara Timur;728;Terkonfirmasi;Sunda Kecil
2020-11-04;Gorontalo;3031;Terkonfirmasi;Sulawesi
2020-11-05;Aceh;7563;Terkonfirmasi;Sumatera
2020-11-05;Bali;12039;Terkonfirmasi;Sunda Kecil
2020-11-05;Banten;9866;Terkonfirmasi;Jawa
2020-11-05;Bangka Belitung;652;Terkonfirmasi;Sumatera
2020-11-05;Bengkulu;1140;Terkonfirmasi;Sumatera
2020-11-05;Yogyakarta;4140;Terkonfirmasi;Jawa
2020-11-05;Jakarta;109411;Terkonfirmasi;Jawa
2020-11-05;Jambi;1252;Terkonfirmasi;Sumatera
2020-11-05;Jawa Barat;38551;Terkonfirmasi;Jawa
2020-11-05;Jawa Tengah;35978;Terkonfirmasi;Jawa
2020-11-05;Jawa Timur;53791;Terkonfirmasi;Jawa
2020-11-05;Kalimantan Barat;1791;Terkonfirmasi;Kalimantan
2020-11-05;Kalimantan Timur;14950;Terkonfirmasi;Kalimantan
2020-11-05;Kalimantan Tengah;4468;Terkonfirmasi;Kalimantan
2020-11-05;Kalimantan Selatan;12017;Terkonfirmasi;Kalimantan
2020-11-05;Kalimantan Utara;872;Terkonfirmasi;Kalimantan
2020-11-05;Kepulauan Riau;4188;Terkonfirmasi;Sumatera
2020-11-05;Nusa Tenggara Barat;4096;Terkonfirmasi;Sunda Kecil
2020-11-05;Sumatera Selatan;8090;Terkonfirmasi;Sumatera
2020-11-05;Sumatera Barat;15421;Terkonfirmasi;Sumatera
2020-11-05;Sulawesi Utara;5527;Terkonfirmasi;Sulawesi
2020-11-05;Sumatera Utara;13511;Terkonfirmasi;Sumatera
2020-11-05;Sulawesi Tenggara;5163;Terkonfirmasi;Sulawesi
2020-11-05;Sulawesi Selatan;18532;Terkonfirmasi;Sulawesi
2020-11-05;Sulawesi Tengah;938;Terkonfirmasi;Sulawesi
2020-11-05;Lampung;2022;Terkonfirmasi;Sumatera
2020-11-05;Riau;15278;Terkonfirmasi;Sumatera
2020-11-05;Maluku Utara;2235;Terkonfirmasi;Maluku
2020-11-05;Maluku;3884;Terkonfirmasi;Maluku
2020-11-05;Papua Barat;4329;Terkonfirmasi;Papua
2020-11-05;Papua;9275;Terkonfirmasi;Papua
2020-11-05;Sulawesi Barat;1052;Terkonfirmasi;Sulawesi
2020-11-05;Nusa Tenggara Timur;743;Terkonfirmasi;Sunda Kecil
2020-11-05;Gorontalo;3031;Terkonfirmasi;Sulawesi
2020-11-06;Aceh;7634;Terkonfirmasi;Sumatera
2020-11-06;Bali;12113;Terkonfirmasi;Sunda Kecil
2020-11-06;Banten;9970;Terkonfirmasi;Jawa
2020-11-06;Bangka Belitung;667;Terkonfirmasi;Sumatera
2020-11-06;Bengkulu;1157;Terkonfirmasi;Sumatera
2020-11-06;Yogyakarta;4165;Terkonfirmasi;Jawa
2020-11-06;Jakarta;110083;Terkonfirmasi;Jawa
2020-11-06;Jambi;1267;Terkonfirmasi;Sumatera
2020-11-06;Jawa Barat;39138;Terkonfirmasi;Jawa
2020-11-06;Jawa Tengah;36591;Terkonfirmasi;Jawa
2020-11-06;Jawa Timur;54080;Terkonfirmasi;Jawa
2020-11-06;Kalimantan Barat;1870;Terkonfirmasi;Kalimantan
2020-11-06;Kalimantan Timur;15140;Terkonfirmasi;Kalimantan
2020-11-06;Kalimantan Tengah;4517;Terkonfirmasi;Kalimantan
2020-11-06;Kalimantan Selatan;12080;Terkonfirmasi;Kalimantan
2020-11-06;Kalimantan Utara;879;Terkonfirmasi;Kalimantan
2020-11-06;Kepulauan Riau;4230;Terkonfirmasi;Sumatera
2020-11-06;Nusa Tenggara Barat;4117;Terkonfirmasi;Sunda Kecil
2020-11-06;Sumatera Selatan;8184;Terkonfirmasi;Sumatera
2020-11-06;Sumatera Barat;15656;Terkonfirmasi;Sumatera
2020-11-06;Sulawesi Utara;5528;Terkonfirmasi;Sulawesi
2020-11-06;Sumatera Utara;13589;Terkonfirmasi;Sumatera
2020-11-06;Sulawesi Tenggara;5242;Terkonfirmasi;Sulawesi
2020-11-06;Sulawesi Selatan;18558;Terkonfirmasi;Sulawesi
2020-11-06;Sulawesi Tengah;963;Terkonfirmasi;Sulawesi
2020-11-06;Lampung;2066;Terkonfirmasi;Sumatera
2020-11-06;Riau;15421;Terkonfirmasi;Sumatera
2020-11-06;Maluku Utara;2238;Terkonfirmasi;Maluku
2020-11-06;Maluku;3914;Terkonfirmasi;Maluku
2020-11-06;Papua Barat;4395;Terkonfirmasi;Papua
2020-11-06;Papua;9275;Terkonfirmasi;Papua
2020-11-06;Sulawesi Barat;1064;Terkonfirmasi;Sulawesi
2020-11-06;Nusa Tenggara Timur;751;Terkonfirmasi;Sunda Kecil
2020-11-06;Gorontalo;3032;Terkonfirmasi;Sulawesi
2020-11-07;Aceh;7661;Terkonfirmasi;Sumatera
2020-11-07;Bali;12181;Terkonfirmasi;Sunda Kecil
2020-11-07;Banten;10095;Terkonfirmasi;Jawa
2020-11-07;Bangka Belitung;680;Terkonfirmasi;Sumatera
2020-11-07;Bengkulu;1197;Terkonfirmasi;Sumatera
2020-11-07;Yogyakarta;4203;Terkonfirmasi;Jawa
2020-11-07;Jakarta;111201;Terkonfirmasi;Jawa
2020-11-07;Jambi;1285;Terkonfirmasi;Sumatera
2020-11-07;Jawa Barat;39614;Terkonfirmasi;Jawa
2020-11-07;Jawa Tengah;37080;Terkonfirmasi;Jawa
2020-11-07;Jawa Timur;54349;Terkonfirmasi;Jawa
2020-11-07;Kalimantan Barat;1953;Terkonfirmasi;Kalimantan
2020-11-07;Kalimantan Timur;15405;Terkonfirmasi;Kalimantan
2020-11-07;Kalimantan Tengah;4559;Terkonfirmasi;Kalimantan
2020-11-07;Kalimantan Selatan;12130;Terkonfirmasi;Kalimantan
2020-11-07;Kalimantan Utara;890;Terkonfirmasi;Kalimantan
2020-11-07;Kepulauan Riau;4273;Terkonfirmasi;Sumatera
2020-11-07;Nusa Tenggara Barat;4149;Terkonfirmasi;Sunda Kecil
2020-11-07;Sumatera Selatan;8267;Terkonfirmasi;Sumatera
2020-11-07;Sumatera Barat;15823;Terkonfirmasi;Sumatera
2020-11-07;Sulawesi Utara;5580;Terkonfirmasi;Sulawesi
2020-11-07;Sumatera Utara;13665;Terkonfirmasi;Sumatera
2020-11-07;Sulawesi Tenggara;5315;Terkonfirmasi;Sulawesi
2020-11-07;Sulawesi Selatan;18683;Terkonfirmasi;Sulawesi
2020-11-07;Sulawesi Tengah;988;Terkonfirmasi;Sulawesi
2020-11-07;Lampung;2105;Terkonfirmasi;Sumatera
2020-11-07;Riau;15586;Terkonfirmasi;Sumatera
2020-11-07;Maluku Utara;2240;Terkonfirmasi;Maluku
2020-11-07;Maluku;3924;Terkonfirmasi;Maluku
2020-11-07;Papua Barat;4449;Terkonfirmasi;Papua
2020-11-07;Papua;9275;Terkonfirmasi;Papua
2020-11-07;Sulawesi Barat;1226;Terkonfirmasi;Sulawesi
2020-11-07;Nusa Tenggara Timur;768;Terkonfirmasi;Sunda Kecil
2020-11-07;Gorontalo;3037;Terkonfirmasi;Sulawesi
2020-11-08;Aceh;7687;Terkonfirmasi;Sumatera
2020-11-08;Bali;12225;Terkonfirmasi;Sunda Kecil
2020-11-08;Banten;10154;Terkonfirmasi;Jawa
2020-11-08;Bangka Belitung;696;Terkonfirmasi;Sumatera
2020-11-08;Bengkulu;1235;Terkonfirmasi;Sumatera
2020-11-08;Yogyakarta;4237;Terkonfirmasi;Jawa
2020-11-08;Jakarta;112027;Terkonfirmasi;Jawa
2020-11-08;Jambi;1326;Terkonfirmasi;Sumatera
2020-11-08;Jawa Barat;40093;Terkonfirmasi;Jawa
2020-11-08;Jawa Tengah;37720;Terkonfirmasi;Jawa
2020-11-08;Jawa Timur;54631;Terkonfirmasi;Jawa
2020-11-08;Kalimantan Barat;1989;Terkonfirmasi;Kalimantan
2020-11-08;Kalimantan Timur;15606;Terkonfirmasi;Kalimantan
2020-11-08;Kalimantan Tengah;4612;Terkonfirmasi;Kalimantan
2020-11-08;Kalimantan Selatan;12176;Terkonfirmasi;Kalimantan
2020-11-08;Kalimantan Utara;893;Terkonfirmasi;Kalimantan
2020-11-08;Kepulauan Riau;4357;Terkonfirmasi;Sumatera
2020-11-08;Nusa Tenggara Barat;4195;Terkonfirmasi;Sunda Kecil
2020-11-08;Sumatera Selatan;8309;Terkonfirmasi;Sumatera
2020-11-08;Sumatera Barat;16019;Terkonfirmasi;Sumatera
2020-11-08;Sulawesi Utara;5638;Terkonfirmasi;Sulawesi
2020-11-08;Sumatera Utara;13743;Terkonfirmasi;Sumatera
2020-11-08;Sulawesi Tenggara;5361;Terkonfirmasi;Sulawesi
2020-11-08;Sulawesi Selatan;18760;Terkonfirmasi;Sulawesi
2020-11-08;Sulawesi Tengah;1047;Terkonfirmasi;Sulawesi
2020-11-08;Lampung;2165;Terkonfirmasi;Sumatera
2020-11-08;Riau;15744;Terkonfirmasi;Sumatera
2020-11-08;Maluku Utara;2240;Terkonfirmasi;Maluku
2020-11-08;Maluku;3964;Terkonfirmasi;Maluku
2020-11-08;Papua Barat;4501;Terkonfirmasi;Papua
2020-11-08;Papua;9308;Terkonfirmasi;Papua
2020-11-08;Sulawesi Barat;1235;Terkonfirmasi;Sulawesi
2020-11-08;Nusa Tenggara Timur;778;Terkonfirmasi;Sunda Kecil
2020-11-08;Gorontalo;3045;Terkonfirmasi;Sulawesi
2020-11-09;Aceh;7690;Terkonfirmasi;Sumatera
2020-11-09;Bali;12293;Terkonfirmasi;Sunda Kecil
2020-11-09;Banten;10274;Terkonfirmasi;Jawa
2020-11-09;Bangka Belitung;696;Terkonfirmasi;Sumatera
2020-11-09;Bengkulu;1239;Terkonfirmasi;Sumatera
2020-11-09;Yogyakarta;4269;Terkonfirmasi;Jawa
